experience_level,salary_in_usd,remote_ratio,company_size,company_location_Other,company_location_US,job_title_Data Analyst,job_title_Data Engineer,job_title_Data Scientist,job_title_Machine Learning Engineer,job_title_Other,job_title_Software Engineer
2,266000,0,1,0,1,0,0,0,0,1,0
2,168000,0,1,0,1,0,0,0,0,1,0
3,185000,0,1,0,1,0,0,0,0,1,0
2,91000,100,1,0,1,0,0,0,0,1,0
3,200000,0,1,0,1,0,0,0,0,1,0
3,180000,0,1,0,1,0,0,0,0,1,0
3,98940,0,1,0,1,0,0,0,0,0,1
3,272000,0,1,0,1,0,0,0,0,1,0
3,210000,0,1,0,1,0,0,0,1,0,0
3,147000,0,1,0,1,0,0,0,1,0,0
2,224000,100,1,0,1,0,0,0,0,0,1
1,58000,100,1,0,1,0,0,0,0,0,1
1,54000,100,1,0,1,0,0,0,0,0,1
3,233302,100,1,0,1,0,0,0,1,0,0
2,173830,0,1,0,1,0,0,0,0,1,0
2,123130,0,1,0,1,0,0,0,0,1,0
3,285000,0,1,0,1,0,0,0,0,1,0
2,145800,0,1,0,1,0,0,0,0,1,0
2,83300,0,1,0,1,0,0,0,0,1,0
3,184150,100,1,0,1,0,0,0,0,1,0
3,133900,100,1,0,1,0,0,0,0,1,0
3,207980,0,1,0,1,0,0,0,0,1,0
3,123810,0,1,0,1,0,0,0,0,1,0
3,203940,0,1,0,1,0,0,0,0,0,1
3,101970,0,1,0,1,0,0,0,0,0,1
3,223516,0,1,0,1,0,0,1,0,0,0
3,159654,0,1,0,1,0,0,1,0,0,0
3,236500,0,1,0,1,0,0,0,0,0,1
2,160000,0,1,0,1,0,0,0,0,1,0
2,125000,0,1,0,1,0,0,0,0,1,0
3,249800,0,1,0,1,0,0,0,0,0,1
3,142700,0,1,0,1,0,0,0,0,0,1
2,191000,0,1,0,1,0,0,0,0,1,0
2,129000,0,1,0,1,0,0,0,0,1,0
2,65000,0,1,0,1,0,0,0,0,1,0
3,149550,0,1,0,1,0,0,0,0,0,1
3,105800,0,1,0,1,0,0,0,0,0,1
2,112200,0,1,0,1,0,0,0,0,0,1
2,111013,0,1,0,1,0,0,0,0,1,0
2,71048,0,1,0,1,0,0,0,0,1,0
3,215000,0,1,0,1,0,0,0,0,1,0
3,143000,0,1,0,1,0,0,0,0,1,0
3,247100,0,1,0,1,0,0,0,0,0,1
3,255300,0,1,0,1,0,0,0,0,1,0
3,170200,0,1,0,1,0,0,0,0,1,0
3,104800,0,1,0,1,0,0,1,0,0,0
3,253200,0,1,0,1,0,0,0,0,1,0
3,158500,0,1,0,1,0,0,0,0,1,0
3,175200,0,1,0,1,0,0,0,0,1,0
3,97300,0,1,0,1,0,0,0,0,1,0
2,46842,0,1,1,0,0,0,1,0,0,0
3,282450,0,1,0,1,0,0,0,0,1,0
3,188400,0,1,0,1,0,0,0,0,1,0
3,59368,0,1,1,0,0,0,1,0,0,0
3,46736,0,1,1,0,0,0,1,0,0,0
2,128544,100,1,0,1,0,0,0,0,1,0
2,74984,100,1,0,1,0,0,0,0,1,0
2,128544,0,1,0,1,0,0,0,0,1,0
2,74984,0,1,0,1,0,0,0,0,1,0
3,183050,100,1,0,1,0,0,0,0,1,0
3,130230,100,1,0,1,0,0,0,0,1,0
3,185000,100,1,0,1,0,0,0,0,1,0
2,181900,0,1,0,1,0,0,0,0,1,0
2,121300,0,1,0,1,0,0,0,0,1,0
3,320000,0,1,0,1,0,0,0,0,1,0
3,272000,0,1,0,1,0,0,0,0,1,0
2,230000,100,1,0,1,0,0,0,0,1,0
2,195500,100,1,0,1,0,0,0,0,1,0
3,125000,0,1,0,1,0,0,0,0,1,0
3,88000,0,1,0,1,0,0,0,0,1,0
3,170000,0,1,0,1,0,0,0,0,1,0
3,132000,0,1,0,1,0,0,0,0,1,0
2,128000,0,1,0,1,0,0,0,0,0,1
2,160000,0,1,0,1,0,0,0,0,1,0
2,128000,0,1,0,1,0,0,0,0,1,0
3,135000,0,1,0,1,0,0,0,0,1,0
3,289500,100,1,0,1,0,0,0,0,0,1
3,263000,100,1,0,1,0,0,0,0,0,1
1,101000,0,1,0,1,0,0,0,0,1,0
1,88000,0,1,0,1,0,0,0,0,1,0
3,223000,0,1,0,1,0,0,0,0,1,0
2,70400,0,1,0,1,0,0,0,0,1,0
2,54400,0,1,0,1,0,0,0,0,1,0
2,70000,0,1,0,1,0,0,0,0,1,0
1,79700,0,1,0,1,0,0,0,0,1,0
1,39500,0,1,0,1,0,0,0,0,1,0
3,196350,0,1,0,1,0,0,0,0,1,0
3,142800,0,1,0,1,0,0,0,0,1,0
3,100000,0,1,0,1,0,0,0,0,1,0
3,85000,0,1,0,1,0,0,0,0,1,0
3,270806,100,1,0,1,0,0,0,0,1,0
3,184640,100,1,0,1,0,0,0,0,1,0
2,250000,100,1,0,1,0,0,0,0,0,1
2,150000,100,1,0,1,0,0,0,0,0,1
2,178000,0,1,0,1,0,0,0,0,1,0
2,124000,0,1,0,1,0,0,0,0,1,0
2,90000,100,1,0,1,0,0,0,0,1,0
3,178200,0,1,0,1,0,0,0,0,1,0
3,118800,0,1,0,1,0,0,0,0,1,0
3,282000,0,1,0,1,0,0,0,0,1,0
3,171000,0,1,0,1,0,0,0,0,1,0
2,130000,100,1,0,1,0,0,0,0,1,0
2,90000,100,1,0,1,0,0,0,0,1,0
3,85000,0,1,0,1,0,0,0,0,1,0
2,170023,0,1,0,1,0,0,0,0,0,1
3,248000,0,1,0,1,0,0,0,0,1,0
3,165000,0,1,0,1,0,0,0,0,1,0
3,131000,0,1,0,1,0,0,0,0,1,0
3,80000,0,1,0,1,0,0,0,0,1,0
2,95900,0,1,0,1,0,0,0,0,1,0
3,105400,0,1,0,1,0,0,0,0,1,0
3,178360,0,1,0,1,0,0,0,0,0,1
2,196000,100,1,0,1,0,0,0,0,1,0
3,194643,0,1,0,1,0,0,0,0,1,0
3,121652,0,1,0,1,0,0,0,0,1,0
1,96000,0,1,0,1,0,0,0,0,1,0
1,64000,0,1,0,1,0,0,0,0,1,0
1,71733,0,1,0,1,0,0,0,0,1,0
1,52723,0,1,0,1,0,0,0,0,1,0
2,121800,0,1,0,1,0,0,0,0,0,1
2,75700,0,1,0,1,0,0,0,0,0,1
3,139000,0,1,0,1,0,0,0,0,1,0
3,234000,0,1,0,1,0,0,0,0,1,0
3,146000,0,1,0,1,0,0,0,0,1,0
3,179000,0,1,0,1,0,0,0,0,1,0
3,112000,0,1,0,1,0,0,0,0,1,0
2,140400,0,1,0,1,0,0,0,0,1,0
2,110000,100,1,0,1,0,0,0,0,1,0
3,82600,0,1,0,1,0,0,0,0,1,0
3,202000,0,1,0,1,0,0,0,0,1,0
3,141400,0,1,0,1,0,0,0,0,1,0
2,97000,100,1,0,1,0,0,0,0,1,0
2,92000,100,1,0,1,0,0,0,0,1,0
1,150700,0,1,0,1,0,0,0,0,1,0
1,87400,0,1,0,1,0,0,0,0,1,0
1,85800,0,1,0,1,0,0,0,0,1,0
1,66300,0,1,0,1,0,0,0,0,1,0
2,172370,0,1,0,1,0,0,0,0,1,0
2,133195,0,1,0,1,0,0,0,0,1,0
3,280000,0,1,0,1,0,0,0,0,1,0
3,220000,0,1,0,1,0,0,0,0,1,0
3,103100,0,1,0,1,0,0,0,0,1,0
3,64000,0,1,0,1,0,0,0,0,1,0
3,190000,100,1,0,1,0,0,0,0,1,0
3,155000,100,1,0,1,0,0,0,0,1,0
3,128800,100,1,0,1,0,1,0,0,0,0
3,95795,100,1,0,1,0,1,0,0,0,0
3,156600,0,1,0,1,0,0,0,0,1,0
3,111400,0,1,0,1,0,0,0,0,1,0
3,175000,100,1,0,1,0,0,0,0,1,0
2,160000,0,1,0,1,0,0,0,0,1,0
2,85000,0,1,0,1,0,0,0,0,1,0
2,209657,0,1,0,1,0,0,0,0,0,1
2,106250,0,1,0,1,0,0,0,0,0,1
4,256000,0,1,0,1,0,0,0,0,0,1
4,176400,0,1,0,1,0,0,0,0,0,1
2,240000,0,1,0,1,0,0,0,1,0,0
2,136800,0,1,0,1,0,0,0,1,0,0
2,100000,100,1,0,1,0,0,0,1,0,0
2,100000,100,1,0,1,0,0,0,0,1,0
3,199700,0,1,0,1,0,0,1,0,0,0
3,165100,0,1,0,1,0,0,1,0,0,0
3,131400,100,1,0,1,0,0,1,0,0,0
3,287470,0,1,0,1,0,0,0,0,0,1
3,132918,0,1,0,1,0,0,0,0,0,1
3,176793,0,1,0,1,0,0,0,0,1,0
3,123755,0,1,0,1,0,0,0,0,1,0
2,119000,100,1,0,1,0,0,0,0,1,0
3,225000,100,1,0,1,0,0,0,0,1,0
3,146600,100,1,0,1,0,0,0,0,1,0
3,120000,0,1,1,0,0,0,0,0,0,1
3,55714,0,1,1,0,0,0,0,0,0,1
3,224000,0,1,0,1,0,0,0,0,1,0
3,306000,0,1,0,1,0,0,0,0,0,1
2,122000,0,1,0,1,0,0,0,0,1,0
2,115000,0,1,0,1,0,0,0,0,1,0
3,232000,0,1,0,1,0,0,0,0,0,1
3,121500,0,1,0,1,0,0,0,0,0,1
2,80000,100,1,0,1,0,0,1,0,0,0
2,73000,100,1,0,1,0,0,1,0,0,0
3,280300,100,1,0,1,0,0,0,0,1,0
3,170300,100,1,0,1,0,0,0,0,1,0
3,172000,0,1,0,1,0,0,0,1,0,0
3,270250,0,1,0,1,0,0,1,0,0,0
3,199750,0,1,0,1,0,0,1,0,0,0
3,138000,100,1,0,1,0,0,0,0,1,0
3,111000,100,1,0,1,0,0,0,0,1,0
3,243000,0,1,0,1,0,0,0,0,1,0
3,187000,0,1,0,1,0,0,0,0,1,0
3,259000,0,1,0,1,0,0,0,0,1,0
3,139400,0,1,0,1,0,0,0,0,1,0
3,219000,0,1,0,1,0,0,0,0,1,0
3,250200,0,1,0,1,0,0,0,0,1,0
3,117200,0,1,0,1,0,0,0,0,1,0
3,264200,0,1,0,1,0,0,0,0,1,0
3,143100,0,1,0,1,0,0,0,0,1,0
3,291200,0,1,0,1,0,0,0,0,1,0
3,171300,0,1,0,1,0,0,0,0,1,0
2,198000,0,1,0,1,0,0,0,0,0,1
2,101000,0,1,0,1,0,0,0,0,0,1
2,124100,100,1,0,1,0,0,0,0,0,1
2,99300,100,1,0,1,0,0,0,0,0,1
2,280000,0,1,0,1,0,0,0,0,1,0
2,240000,0,1,0,1,0,0,0,0,1,0
3,244000,100,1,0,1,0,0,0,1,0,0
3,184000,100,1,0,1,0,0,0,1,0,0
3,223400,0,1,0,1,0,0,0,0,1,0
2,74778,0,1,1,0,0,0,0,0,1,0
2,34007,0,1,1,0,0,0,0,0,1,0
3,71428,0,1,1,0,0,0,0,0,1,0
3,64285,0,1,1,0,0,0,0,0,1,0
2,137500,0,1,1,0,0,0,0,0,1,0
2,86000,0,1,1,0,0,0,0,0,1,0
2,110800,100,1,1,0,0,0,0,0,1,0
2,69400,100,1,1,0,0,0,0,0,1,0
3,82142,0,1,1,0,0,0,0,0,1,0
3,75000,0,1,1,0,0,0,0,0,1,0
2,224200,0,1,0,1,0,0,0,0,1,0
2,131900,0,1,0,1,0,0,0,0,1,0
3,83115,0,1,1,0,0,1,0,0,0,0
3,48126,0,1,1,0,0,1,0,0,0,0
3,135400,0,1,0,1,0,1,0,0,0,0
3,65800,0,1,0,1,0,1,0,0,0,0
3,140920,0,1,1,0,0,1,0,0,0,0
3,75880,0,1,1,0,0,1,0,0,0,0
3,126172,0,1,0,1,0,1,0,0,0,0
3,91761,0,1,0,1,0,1,0,0,0,0
2,311779,0,1,0,1,0,1,0,0,0,0
2,194862,0,1,0,1,0,1,0,0,0,0
3,113360,0,1,0,1,0,1,0,0,0,0
3,187740,0,1,0,1,0,0,0,0,0,1
3,88800,0,1,0,1,0,0,0,0,0,1
3,73000,0,1,1,0,0,0,0,0,1,0
3,89285,100,1,1,0,0,0,0,0,1,0
3,80714,100,1,1,0,0,0,0,0,1,0
3,124300,0,1,0,1,0,1,0,0,0,0
3,101469,0,1,0,1,0,1,0,0,0,0
3,306640,0,1,0,1,0,1,0,0,0,0
3,141530,0,1,0,1,0,1,0,0,0,0
3,94620,0,1,0,1,0,0,0,0,1,0
3,75700,0,1,0,1,0,0,0,0,1,0
3,145000,100,1,0,1,0,0,0,0,1,0
3,108000,100,1,0,1,0,0,0,0,1,0
1,94936,0,1,1,0,0,0,0,0,1,0
1,75949,0,1,1,0,0,0,0,0,1,0
1,94936,0,1,1,0,0,0,0,0,1,0
1,75949,0,1,1,0,0,0,0,0,1,0
3,284280,0,1,0,1,0,0,0,0,1,0
3,130295,0,1,0,1,0,0,0,0,1,0
3,209100,0,2,0,1,0,1,0,0,0,0
3,154600,0,2,0,1,0,1,0,0,0,0
2,171288,0,1,0,1,0,1,0,0,0,0
2,88452,0,1,0,1,0,1,0,0,0,0
3,159960,100,1,0,1,0,1,0,0,0,0
3,106640,100,1,0,1,0,1,0,0,0,0
2,97900,0,1,0,1,0,0,0,0,1,0
2,71594,0,1,0,1,0,0,0,0,1,0
3,194086,0,1,0,1,0,1,0,0,0,0
3,129391,0,1,0,1,0,1,0,0,0,0
2,121900,0,1,0,1,0,0,0,0,1,0
2,67300,0,1,0,1,0,0,0,0,1,0
3,296300,0,1,0,1,0,0,1,0,0,0
3,197500,0,1,0,1,0,0,1,0,0,0
3,57764,0,1,1,0,0,0,1,0,0,0
3,46029,0,1,1,0,0,0,1,0,0,0
3,288400,0,1,0,1,0,0,1,0,0,0
2,194000,0,1,0,1,0,0,0,0,1,0
2,110000,100,1,0,1,0,0,0,0,1,0
1,87650,0,1,1,0,1,0,0,0,0,0
1,59200,0,1,1,0,1,0,0,0,0,0
1,108900,0,1,0,1,1,0,0,0,0,0
1,92100,0,1,0,1,1,0,0,0,0,0
3,254400,0,1,0,1,0,0,0,0,1,0
3,152600,0,1,0,1,0,0,0,0,1,0
3,208300,0,1,0,1,0,0,0,0,1,0
3,104500,0,1,0,1,0,0,0,0,1,0
3,303000,0,1,0,1,0,0,0,0,1,0
3,210000,0,1,0,1,0,0,0,0,1,0
2,314400,0,1,0,1,0,0,0,0,0,1
2,161600,0,1,0,1,0,0,0,0,0,1
2,166000,0,1,0,1,0,0,0,0,0,1
3,85503,0,1,1,0,0,0,0,0,0,1
3,57002,0,1,1,0,0,0,0,0,0,1
2,215000,0,1,0,1,0,0,0,0,1,0
2,237500,0,1,0,1,0,0,0,0,1,0
2,128300,0,1,0,1,0,0,0,0,1,0
3,191000,0,1,0,1,0,0,0,0,0,1
2,132000,0,1,0,1,0,0,0,0,0,1
3,198000,0,1,0,1,0,0,0,0,1,0
3,132000,0,1,0,1,0,0,0,0,1,0
3,179200,0,1,0,1,0,0,0,0,1,0
3,187200,0,1,0,1,0,0,0,0,1,0
3,114400,0,1,0,1,0,0,0,0,1,0
2,156000,0,1,0,1,0,0,0,0,1,0
2,93600,0,1,0,1,0,0,0,0,1,0
2,104000,0,1,0,1,0,0,0,0,1,0
2,170000,100,1,0,1,0,0,0,0,1,0
2,150000,100,1,0,1,0,0,0,0,1,0
3,242595,0,1,0,1,0,0,0,0,1,0
3,155250,0,1,0,1,0,0,0,0,1,0
3,182000,0,1,0,1,0,0,0,0,1,0
3,114000,0,1,0,1,0,0,0,0,1,0
3,185800,100,1,0,1,0,0,0,0,0,1
3,128000,0,1,0,1,0,0,0,0,1,0
3,264500,0,1,0,1,0,0,0,0,1,0
3,136000,0,1,0,1,0,0,0,0,1,0
3,223900,100,1,0,1,0,0,0,0,1,0
3,190315,100,1,0,1,0,0,0,0,1,0
2,254400,0,1,0,1,0,0,0,0,0,1
1,94400,0,1,0,1,0,0,0,0,1,0
1,53800,0,1,0,1,0,0,0,0,1,0
2,125400,0,1,0,1,0,0,1,0,0,0
2,171000,0,1,0,1,0,0,0,0,0,1
2,114000,0,1,0,1,0,0,0,0,0,1
2,147000,0,1,0,1,0,0,0,0,1,0
3,246300,0,1,0,1,0,0,0,0,1,0
3,154200,0,1,0,1,0,0,0,0,1,0
3,278000,0,1,0,1,0,0,0,0,1,0
3,205000,0,1,0,1,0,0,0,0,1,0
3,128000,0,1,0,1,0,0,0,0,1,0
2,178100,100,1,0,1,0,0,0,0,0,1
2,79000,100,1,0,1,0,0,0,0,0,1
2,205000,0,1,0,1,0,0,0,0,1,0
2,151000,0,1,0,1,0,0,0,0,1,0
3,211180,100,1,0,1,0,0,0,0,1,0
3,127890,100,1,0,1,0,0,0,0,1,0
3,155500,0,1,0,1,0,0,0,0,1,0
3,136333,100,1,1,0,0,0,0,0,0,1
3,115400,100,1,1,0,0,0,0,0,0,1
3,180840,0,1,1,0,0,0,0,0,1,0
3,131500,0,1,1,0,0,0,0,0,1,0
3,200000,0,1,0,1,0,0,0,0,1,0
3,150000,0,1,0,1,0,0,0,0,1,0
3,170000,100,1,0,1,0,0,0,0,1,0
2,312200,0,1,0,1,0,0,0,0,1,0
2,151500,0,1,0,1,0,0,0,0,1,0
3,160000,0,1,0,1,0,0,0,0,1,0
3,327750,0,1,0,1,0,0,0,0,1,0
2,129000,0,1,0,1,0,0,0,0,1,0
2,103400,0,1,0,1,0,0,0,0,0,1
4,150000,0,1,0,1,0,0,0,0,1,0
4,120000,0,1,0,1,0,0,0,0,1,0
3,50313,0,1,1,0,0,0,0,0,1,0
3,44275,0,1,1,0,0,0,0,0,1,0
4,237826,0,1,0,1,0,0,0,0,1,0
4,172964,0,1,0,1,0,0,0,0,1,0
2,160000,100,1,0,1,0,0,0,0,1,0
1,37974,0,1,0,1,0,0,0,0,1,0
1,31645,0,1,0,1,0,0,0,0,1,0
3,140000,100,1,0,1,0,0,0,0,1,0
3,110000,100,1,0,1,0,0,0,0,1,0
2,90000,0,1,1,0,0,0,0,0,1,0
2,73000,0,1,1,0,0,0,0,0,1,0
2,259000,0,1,0,1,0,0,0,0,1,0
2,124300,0,1,0,1,0,0,0,0,1,0
3,122100,0,1,0,1,0,0,0,0,1,0
2,123696,0,1,0,1,0,0,0,0,1,0
2,77760,0,1,0,1,0,0,0,0,1,0
3,260200,100,1,0,1,0,0,0,1,0,0
3,157750,100,1,0,1,0,0,0,1,0,0
2,125200,100,1,0,1,0,1,0,0,0,0
2,75100,100,1,0,1,0,1,0,0,0,0
3,198600,0,1,0,1,0,0,0,0,1,0
3,105800,0,1,0,1,0,0,0,0,1,0
3,79464,0,1,0,1,1,0,0,0,0,0
3,57612,0,1,0,1,1,0,0,0,0,0
1,40000,0,1,0,1,1,0,0,0,0,0
2,61848,0,1,1,0,1,0,0,0,0,0
2,57688,0,1,1,0,1,0,0,0,0,0
1,57764,0,1,1,0,1,0,0,0,0,0
1,46029,0,1,1,0,1,0,0,0,0,0
1,123404,0,1,0,1,1,0,0,0,0,0
1,89748,0,1,0,1,1,0,0,0,0,0
3,66000,0,1,0,1,0,0,0,0,1,0
1,128400,0,1,0,1,1,0,0,0,0,0
1,80300,0,1,0,1,1,0,0,0,0,0
2,128000,0,1,0,1,0,0,0,0,1,0
2,137000,0,1,0,1,0,0,0,0,1,0
2,60400,0,1,0,1,0,0,0,0,1,0
3,204000,0,1,0,1,0,0,0,0,1,0
3,145000,0,1,0,1,0,0,0,0,1,0
3,143300,0,2,0,1,0,0,0,0,1,0
4,180000,100,1,0,1,0,0,0,0,1,0
4,144000,100,1,0,1,0,0,0,0,1,0
2,105000,0,1,0,1,0,0,0,0,1,0
2,95000,0,1,0,1,0,0,0,0,1,0
2,169620,0,1,0,1,0,0,0,0,0,1
2,138780,0,1,0,1,0,0,0,0,0,1
2,184100,0,1,0,1,0,0,1,0,0,0
2,80500,0,1,0,1,0,0,1,0,0,0
2,117600,0,1,0,1,0,0,1,0,0,0
2,82800,0,1,0,1,0,0,1,0,0,0
3,174000,100,1,0,1,0,0,1,0,0,0
3,144000,100,1,0,1,0,0,1,0,0,0
3,155000,0,1,0,1,0,0,0,0,1,0
1,50632,0,1,1,0,0,0,0,0,1,0
1,37974,0,1,1,0,0,0,0,0,1,0
2,168630,0,1,0,1,0,0,0,0,1,0
2,121732,0,1,0,1,0,0,0,0,1,0
3,144000,0,1,0,1,1,0,0,0,0,0
3,134000,0,1,0,1,1,0,0,0,0,0
2,99500,0,1,0,1,1,0,0,0,0,0
2,62300,0,1,0,1,1,0,0,0,0,0
2,88500,0,1,0,1,0,0,0,0,1,0
3,94936,0,1,1,0,0,0,0,1,0,0
3,88607,0,1,1,0,0,0,0,1,0,0
2,167325,0,1,0,1,0,1,0,0,0,0
2,66500,0,1,0,1,0,1,0,0,0,0
3,287500,0,1,0,1,0,0,0,0,1,0
3,148000,0,1,0,1,0,0,0,0,1,0
2,237100,0,1,0,1,0,0,0,0,1,0
2,133300,0,1,0,1,0,0,0,0,1,0
1,216000,0,1,0,1,0,0,0,0,1,0
1,135000,0,1,0,1,0,0,0,0,1,0
4,150000,0,1,0,1,0,0,0,0,1,0
1,146325,0,1,0,1,0,0,0,0,1,0
1,80500,0,1,0,1,0,0,0,0,1,0
2,198600,0,1,0,1,0,0,0,0,1,0
2,109300,0,1,0,1,0,0,0,0,1,0
3,227950,0,1,0,1,0,0,0,0,1,0
3,126100,0,1,0,1,0,0,0,0,1,0
2,269075,0,1,0,1,0,0,0,0,1,0
2,148850,0,1,0,1,0,0,0,0,1,0
3,280600,0,1,0,1,0,0,0,1,0,0
3,158600,0,1,0,1,0,0,0,1,0,0
3,208000,0,1,0,1,0,0,0,0,0,1
3,280600,0,1,0,1,0,1,0,0,0,0
3,240800,0,1,0,1,0,1,0,0,0,0
3,138000,100,1,0,1,0,0,0,0,1,0
3,120000,100,1,0,1,0,0,0,0,1,0
3,153925,0,1,0,1,0,0,1,0,0,0
3,85150,0,1,0,1,0,0,1,0,0,0
2,227950,0,1,0,1,0,0,1,0,0,0
2,126100,0,1,0,1,0,0,1,0,0,0
3,177900,100,1,0,1,0,0,1,0,0,0
3,129400,100,1,0,1,0,0,1,0,0,0
2,113000,0,1,0,1,0,0,1,0,0,0
4,142250,0,1,0,1,0,0,0,0,1,0
4,100000,0,1,0,1,0,0,0,0,1,0
3,247100,0,1,0,1,0,0,0,0,1,0
3,184300,0,1,0,1,0,0,0,0,1,0
4,203000,0,1,0,1,0,0,0,0,1,0
4,125000,0,1,0,1,0,0,0,0,1,0
3,61781,100,1,1,0,1,0,0,0,0,0
3,50008,100,1,1,0,1,0,0,0,0,0
1,97155,0,1,0,1,1,0,0,0,0,0
1,59800,0,1,0,1,1,0,0,0,0,0
3,153925,0,1,0,1,1,0,0,0,0,0
3,85150,0,1,0,1,1,0,0,0,0,0
3,128092,0,1,0,1,0,1,0,0,0,0
3,94676,0,1,0,1,0,1,0,0,0,0
3,224968,0,1,0,1,0,1,0,0,0,0
3,166280,0,1,0,1,0,1,0,0,0,0
3,124400,0,1,0,1,0,0,0,0,1,0
3,99100,0,1,0,1,0,0,0,0,1,0
1,84600,100,1,0,1,0,0,0,0,1,0
1,46800,100,1,0,1,0,0,0,0,1,0
2,158500,0,1,0,1,0,0,0,0,0,1
2,97614,0,1,0,1,0,0,0,0,0,1
2,228000,0,1,0,1,0,0,0,0,0,1
2,129000,0,1,0,1,0,0,0,0,0,1
3,68421,0,1,1,0,0,0,0,0,1,0
3,61052,0,1,1,0,0,0,0,0,1,0
3,176875,0,1,0,1,0,0,0,0,1,0
3,84750,0,1,0,1,0,0,0,0,1,0
3,189175,0,1,1,0,0,0,0,0,1,0
3,104650,0,1,1,0,0,0,0,0,1,0
2,75000,0,1,0,1,0,0,0,0,1,0
2,65000,0,1,0,1,0,0,0,0,1,0
2,107900,0,1,0,1,0,0,0,0,1,0
2,86000,0,1,0,1,0,0,0,0,1,0
3,138500,0,1,0,1,0,0,0,0,1,0
3,110500,0,1,0,1,0,0,0,0,1,0
1,198300,0,1,0,1,1,0,0,0,0,0
1,94400,0,1,0,1,1,0,0,0,0,0
1,172400,0,1,0,1,1,0,0,0,0,0
1,82100,0,1,0,1,1,0,0,0,0,0
3,113800,0,1,0,1,1,0,0,0,0,0
3,79700,0,1,0,1,1,0,0,0,0,0
1,86600,0,1,0,1,1,0,0,0,0,0
1,46800,0,1,0,1,1,0,0,0,0,0
3,189600,0,1,0,1,0,0,0,0,1,0
3,90300,0,1,0,1,0,0,0,0,1,0
3,117760,100,1,0,1,0,0,0,0,1,0
3,81210,100,1,0,1,0,0,0,0,1,0
2,100000,0,1,0,1,0,0,0,0,1,0
2,75000,0,1,0,1,0,0,0,0,1,0
3,154000,100,1,0,1,0,0,1,0,0,0
1,72600,0,1,0,1,0,0,1,0,0,0
1,36300,0,1,0,1,0,0,1,0,0,0
2,92000,0,1,0,1,0,0,1,0,0,0
3,195000,0,1,0,1,0,0,1,0,0,0
3,89400,0,1,0,1,0,0,1,0,0,0
3,195800,0,1,0,1,0,0,0,0,1,0
3,97497,0,1,0,1,0,0,0,0,1,0
2,72250,0,1,0,1,0,0,0,0,1,0
1,116400,0,1,0,1,0,0,0,0,1,0
1,77600,0,1,0,1,0,0,0,0,1,0
3,92000,100,1,0,1,0,0,0,0,1,0
4,298515,0,1,0,1,0,1,0,0,0,0
4,189530,0,1,0,1,0,1,0,0,0,0
2,143000,100,1,0,1,0,1,0,0,0,0
2,132000,100,1,0,1,0,1,0,0,0,0
3,221500,0,1,0,1,0,0,0,0,1,0
3,147700,0,1,0,1,0,0,0,0,1,0
2,70380,0,1,0,1,0,0,0,0,1,0
2,62560,0,1,0,1,0,0,0,0,1,0
1,106000,0,1,0,1,0,0,0,0,0,1
1,70000,0,1,0,1,0,0,0,0,0,1
1,114600,0,1,0,1,1,0,0,0,0,0
1,96500,0,1,0,1,1,0,0,0,0,0
3,245700,0,1,0,1,0,0,0,1,0,0
3,132300,0,1,0,1,0,0,0,1,0,0
3,179442,0,1,0,1,0,0,0,0,1,0
3,119628,0,1,0,1,0,0,0,0,1,0
2,98300,0,1,0,1,0,0,1,0,0,0
2,65500,0,1,0,1,0,0,1,0,0,0
2,131906,0,1,0,1,0,0,1,0,0,0
2,71300,0,1,0,1,0,0,1,0,0,0
3,106000,0,1,0,1,0,0,1,0,0,0
2,130800,0,1,0,1,0,0,1,0,0,0
2,87200,0,1,0,1,0,0,1,0,0,0
1,173040,0,1,0,1,0,1,0,0,0,0
1,79310,0,1,0,1,0,1,0,0,0,0
2,184000,0,1,0,1,0,0,0,0,1,0
2,116000,0,1,0,1,0,0,0,0,1,0
3,234000,0,1,0,1,1,0,0,0,0,0
4,175100,0,1,0,1,0,0,0,0,1,0
3,262600,0,1,0,1,0,0,0,0,1,0
3,141400,0,1,0,1,0,0,0,0,1,0
2,162550,0,1,0,1,0,0,0,0,1,0
2,85040,0,1,0,1,0,0,0,0,1,0
1,98718,0,1,0,1,0,0,0,0,1,0
1,59231,0,1,0,1,0,0,0,0,1,0
2,96000,100,1,0,1,0,0,0,0,1,0
3,264200,0,1,0,1,0,0,0,0,1,0
3,138230,0,1,0,1,0,0,0,0,1,0
3,310500,0,1,0,1,0,0,0,0,1,0
3,186000,0,1,0,1,0,0,0,0,1,0
3,100200,0,1,0,1,0,0,0,0,1,0
2,270400,0,1,0,1,0,0,0,0,1,0
2,145600,0,1,0,1,0,0,0,0,1,0
2,140800,0,1,0,1,0,0,0,0,1,0
2,63000,0,1,0,1,0,0,0,0,1,0
2,82911,0,1,1,0,0,0,1,0,0,0
2,66455,0,1,1,0,0,0,1,0,0,0
3,163000,0,1,0,1,0,0,1,0,0,0
1,93500,100,1,0,1,1,0,0,0,0,0
1,58440,100,1,0,1,1,0,0,0,0,0
3,173300,0,1,0,1,1,0,0,0,0,0
3,86700,0,1,0,1,1,0,0,0,0,0
3,190000,0,1,1,0,0,0,0,0,1,0
3,91200,0,1,1,0,0,0,0,0,1,0
1,108000,0,1,0,1,0,0,0,0,0,1
3,176000,100,1,0,1,0,0,0,0,1,0
